employeeID ,firstName,lastName,gender,jobID ,companyID ,distanceFromHome ,yearsAtCompany ,yearsSinceLastPromotion ,yearsWithCurrManager 
272,Tristan,FERGUSON,M,1212,8,15,5,4,3
273,Roman,NICHOLS,M,626,4792,2,1,0,0
274,Mackenzie,HERRERA,F,1208,2729,8,7,5,7
275,Leonardo,MEDINA,M,3975,3170,2,3,1,2
276,Bella,RYAN,F,3621,521,7,13,0,8
277,Camden,FERNANDEZ,M,2405,3729,10,7,7,7
278,Eva,WEAVER,F,2287,738,5,4,1,3
279,Taylor,DANIELS,F,2756,1632,2,3,1,2
280,Naomi,STEPHENS,F,1589,5232,12,8,0,0
281,Brody,GARDNER,M,4996,1956,22,1,0,0
282,Luis,PAYNE,M,3747,4949,17,3,0,2
283,Miles,KELLEY,M,4944,4801,2,2,2,0
284,Micah,DUNN,M,1573,2197,3,10,9,7
285,Vincent,PIERCE,M,1000,390,7,2,1,2
286,Justin,ARNOLD,M,599,2441,6,9,6,7
287,Aubree,TRAN,F,4503,5391,1,10,7,7
288,Aurora,SPENCER,F,5009,1974,3,14,1,10
289,Greyson,PETERS,M,4074,3834,22,11,6,9
290,Declan,HAWKINS,M,3613,4808,15,20,5,13
291,Maxwell,GRANT,M,461,1553,12,8,0,7
292,Juan,HANSEN,M,2062,3076,1,6,0,5
293,Melanie,CASTRO,F,5563,3468,5,10,5,8
294,Cole,HOFFMAN,M,3628,4725,2,8,3,7
295,Lydia,HART,F,5078,1928,2,7,1,0
296,Damian,ELLIOTT,M,607,4799,5,3,1,2
297,Brianna,CUNNINGHAM,F,1486,4653,16,6,0,5
298,Ruby,KNIGHT,F,4007,4393,2,5,0,1
299,Katherine,BRADLEY,F,3598,2984,2,0,0,0
300,Ashley,CARROLL,F,2831,1254,1,1,0,1
301,Carlos,HUDSON,M,508,5082,23,8,0,7
302,Max,DUNCAN,M,4061,2488,9,0,0,0
303,Alexis,ARMSTRONG,F,1977,2201,16,5,0,3
304,Alice,BERRY,F,2235,5515,26,10,5,7
305,Cora,ANDREWS,F,2587,2947,1,1,0,0
306,Julia,JOHNSTON,F,3761,1768,8,6,1,2
307,Harrison,RAY,M,1552,1130,4,2,1,2
308,Madeline,LANE,F,3488,2840,24,18,11,8
309,Weston,RILEY,M,1022,3223,7,9,7,7
310,Faith,CARPENTER,F,3487,1494,2,10,6,9
311,Brantley,PERKINS,M,1736,3047,7,4,1,2
312,Braxton,AGUILAR,M,2350,1673,22,2,2,1
313,Annabelle,SILVA,F,1054,2366,5,1,0,0
314,Alyssa,RICHARDS,F,1821,5257,1,6,4,3
315,Axel,WILLIS,M,4613,1785,21,31,0,9
316,Diego,MATTHEWS,M,4842,2295,1,6,1,4
317,Abel,CHAPMAN,M,687,159,19,5,1,4
318,Wesley,LAWRENCE,M,3443,2428,7,1,0,0
319,Santiago,GARZA,M,875,3748,2,32,10,7
320,Isabelle,VARGAS,F,3104,3956,2,7,0,6
321,Vivian,WATKINS,F,1255,4520,2,6,1,2
322,Jesus,WHEELER,M,4393,1525,9,1,0,0
323,Gianna,LARSON,F,4472,5055,6,6,1,3
324,Silas,CARLSON,M,5597,5248,9,3,1,2
325,Giovanni,HARPER,M,2122,2172,2,3,0,2
326,Bryce,GEORGE,M,2955,1121,1,7,5,7
327,Jayce,GREENE,M,2916,3817,22,5,0,3
328,Bryson,BURKE,M,377,4040,9,3,1,0
329,Alex,GUZMAN,M,1404,4388,17,1,0,0
330,Quinn,MORRISON,F,4887,2554,28,10,2,2
331,Clara,MUNOZ,F,4442,2219,10,1,0,0
332,Reagan,JACOBS,F,4757,3118,2,0,0,0
333,Everett,OBRIEN,M,3032,3810,4,8,4,7
334,George,LAWSON,M,4282,1638,8,3,0,2
335,Eric,FRANKLIN,M,1747,4819,29,2,0,2
336,Ivan,LYNCH,M,5589,3837,13,8,0,6
337,Emmett,BISHOP,M,4282,257,27,4,0,2
338,Kaiden,CARR,M,3592,507,16,3,1,2
339,Ashton,SALAZAR,M,4862,1194,2,2,0,1
340,Khloe,AUSTIN,F,2652,1143,2,2,2,2
341,Alexandra,MENDEZ,F,2326,2993,13,5,1,2
342,Hadley,GILBERT,F,1862,1015,1,6,0,5
343,Eliana,JENSEN,F,3390,1161,4,1,0,0
344,Kingston,WILLIAMSON,M,663,688,24,14,8,10
345,Sophie,MONTGOMERY,F,188,3473,1,10,8,8
346,London,HARVEY,F,717,3274,19,1,0,0
347,Jonah,OLIVER,M,2381,4506,7,3,0,2
348,Elena,HOWELL,F,525,710,4,10,7,8
349,Jameson,DEAN,M,2568,4882,2,6,1,2
350,Kimberly,HANSON,F,3895,1300,10,17,11,8
351,Kai,WEBER,M,2395,2336,8,13,4,7
352,Bailey,GARRETT,F,3624,4157,5,9,7,1
353,Maria,SIMS,F,2944,1007,8,3,0,2
354,Luna,BURTON,F,4467,4974,9,4,1,1
355,Willow,FULLER,F,1491,5376,1,1,1,1
356,Jasmine,SOTO,F,22,1099,15,10,9,7
357,Maddox,MCCOY,M,3243,1920,2,1,0,0
358,Timothy,WELCH,M,2609,4864,2,3,0,2
359,Kinsley,CHEN,F,4585,1379,11,3,1,2
360,Ezekiel,SCHULTZ,M,2659,4276,16,7,0,5
361,Valentina,WALTERS,F,2210,4890,2,10,2,8
362,Ryker,REID,M,1822,5257,16,2,2,2
363,Emmanuel,FIELDS,M,4370,1611,4,6,0,4
364,Kayla,WALSH,F,5312,2950,16,1,0,0
365,Hayden,LITTLE,M,3203,3024,5,20,3,8
366,Antonio,FOWLER,M,1587,912,18,8,7,7
367,Delilah,BOWMAN,F,3943,2179,17,2,2,0
368,Andrea,DAVIDSON,F,675,3341,12,20,11,10
369,Bennett,MAY,M,5565,3991,2,10,0,8
370,Steven,DAY,M,3887,1838,4,4,1,3
371,Natalia,SCHNEIDER,F,2662,295,9,9,1,8
372,Lauren,NEWMAN,F,3926,2755,10,9,0,7
373,Morgan,BREWER,F,3980,1101,1,7,7,7
374,Rylee,LUCAS,F,2181,3028,2,7,1,7
375,Richard,HOLLAND,M,2552,768,3,18,1,12
376,Sydney,WONG,F,3976,264,7,5,1,3
377,Jude,BANKS,M,2720,5501,6,21,12,6
378,Adalynn,SANTOS,F,3971,5568,8,2,2,2
379,Mary,CURTIS,F,1826,4539,29,9,1,7
380,Luca,PEARSON,M,4840,2804,3,22,2,10
381,Ximena,DELGADO,F,1437,5189,9,2,2,2
382,Edward,VALDEZ,M,4044,2538,2,7,3,7
383,Joel,PENA,M,1052,2354,10,8,0,5
384,Victor,RIOS,M,3419,3085,1,1,0,0
385,Miguel,DOUGLAS,M,79,1274,8,5,1,4
386,Jade,SANDOVAL,F,2389,5280,27,22,11,13
387,Liliana,BARRETT,F,3427,3009,8,8,7,7
388,Malachi,HOPKINS,M,399,627,1,1,0,0
389,King,KELLER,M,5174,1157,10,2,2,2
390,Patrick,GUERRERO,M,3213,1357,26,2,2,2
391,Brielle,STANLEY,F,776,101,2,5,4,3
392,Kaleb,BATES,M,3412,751,13,4,0,2
393,Ivy,ALVARADO,F,105,4260,2,8,3,6
394,Trinity,BECK,F,711,1868,2,10,1,1
395,Bryan,ORTEGA,M,1276,1186,9,4,2,3
396,Josephine,WADE,F,799,1995,10,7,0,7
397,Alan,ESTRADA,M,2989,3726,20,2,2,2
398,Adalyn,CONTRERAS,F,672,3157,9,2,2,2
399,Jocelyn,BARNETT,F,4000,211,5,1,0,0
400,Marcus,CALDWELL,M,3959,635,4,10,4,7
401,Preston,SANTIAGO,M,3530,4224,10,1,0,1
402,Abraham,LAMBERT,M,4354,2359,20,0,0,0
403,Calvin,POWERS,M,3791,30,21,34,1,16
404,Colin,CHAMBERS,M,4905,1896,1,10,7,8
405,Emery,NUNEZ,F,2426,4815,8,6,1,4
406,Adeline,CRAIG,F,2015,215,2,8,3,1
407,Bradley,LEONARD,M,120,5288,23,2,0,2
408,Jeremy,LOWE,M,5154,3966,4,5,1,3
409,Kyle,RHODES,M,1505,2034,12,6,1,4
410,Graham,BYRD,M,802,826,7,5,1,4
411,Jordyn,GREGORY,F,955,3083,7,10,0,9
412,Grant,SHELTON,M,2792,2782,1,4,1,2
413,Ariel,FRAZIER,F,2167,637,2,2,2,0
414,Jesse,BECKER,M,1494,362,10,8,1,1
415,Kaden,MALDONADO,M,5605,4069,15,4,1,2
416,Everly,FLEMING,F,3894,388,14,4,1,3
417,Alejandro,VEGA,M,4846,2557,18,5,1,4
418,Lilly,SUTTON,F,68,2477,13,4,1,1
419,Oscar,COHEN,M,3337,5396,2,5,4,3
420,Paige,JENNINGS,F,117,485,2,15,4,12
421,Jase,PARKS,M,22,741,2,6,1,3
422,Karter,MCDANIEL,M,1256,5107,5,3,0,2
423,Isla,WATTS,F,2380,154,20,2,0,2
424,Lyla,BARKER,F,4482,2551,10,8,3,7
425,Maverick,NORRIS,M,1690,4784,10,3,1,2
426,Aidan,VAUGHN,M,845,2703,9,24,14,9
427,Makayla,VAZQUEZ,F,1358,3231,2,0,0,0
428,Molly,HOLT,F,5295,4309,1,1,0,0
429,Tucker,SCHWARTZ,M,5376,2206,29,5,1,4
430,Emilia,STEELE,F,74,2993,8,4,0,3
431,Avery,BENSON,M,2473,1543,2,1,0,0
432,Amir,NEAL,M,4476,2713,3,13,3,7
433,Brian,DOMINGUEZ,M,177,1122,23,3,0,2
434,Mya,HORTON,F,5417,2681,6,26,3,0
435,Kendall,TERRY,F,3161,3165,6,9,0,5
436,Iker,WOLFE,M,488,2010,10,10,0,7
437,Melody,HALE,F,2832,3345,24,31,13,8
438,Matteo,LYONS,M,5228,4340,10,2,2,2
439,Isabel,GRAVES,F,2203,813,15,4,0,2
440,Brooke,HAYNES,F,2718,4138,19,2,2,1
441,Caden,MILES,M,5383,4834,2,5,0,4
442,Zayden,PARK,M,131,4191,3,14,6,8
443,Mckenzie,WARNER,F,2059,5003,9,1,0,0
444,Nicole,PADILLA,F,2984,747,7,0,0,0
445,Payton,BUSH,F,533,3656,10,1,0,0
446,Margaret,THORNTON,F,4616,4604,20,9,7,8
447,Mariah,MCCARTHY,F,385,5240,4,4,1,2
448,Riley,MANN,M,4936,862,7,5,1,3
449,August,ZIMMERMAN,M,94,2495,7,9,7,7
450,Eden,ERICKSON,F,4859,684,16,9,7,3
451,Mark,FLETCHER,M,1066,1678,25,4,1,0
452,Maximus,MCKINNEY,M,4991,1403,2,9,0,8
453,Athena,PAGE,F,428,5441,1,8,1,6
454,Amy,DAWSON,F,474,745,1,8,7,5
455,Norah,JOSEPH,F,3844,3588,2,3,0,2
456,Brady,MARQUEZ,M,3675,5291,22,8,1,7
457,Kenneth,REEVES,M,396,4792,1,0,0,0
458,Paul,KLEIN,M,4367,5491,16,20,4,17
459,Londyn,ESPINOZA,F,4411,1420,24,5,2,3
460,Jaden,BALDWIN,M,2297,841,17,4,0,1
461,Nicolas,MORAN,M,4306,311,8,9,0,8
462,Valeria,LOVE,F,5316,1159,6,6,1,1
463,Beau,ROBBINS,M,1027,4636,10,18,4,11
464,Sara,HIGGINS,F,574,5612,3,5,0,3
465,Aliyah,BALL,F,240,5563,4,5,0,3
466,Angelina,CORTEZ,F,2582,2307,6,5,0,4
467,Gracie,LE,F,5295,301,1,5,0,2
468,Dean,GRIFFITH,M,3656,199,10,5,1,3
469,Rose,BOWEN,F,2358,3713,1,9,0,0
470,Jake,SHARP,M,3193,4817,24,1,0,0
471,Peter,CUMMINGS,M,3832,3292,21,5,0,4
472,Xander,RAMSEY,M,47,201,2,2,2,2
473,Rachel,HARDY,F,2275,2723,22,3,0,2
474,Juliana,SWANSON,F,4251,1973,13,2,2,2
475,Elliot,BARBER,M,512,3046,14,5,0,3
476,Laila,ACOSTA,F,4001,4336,11,5,0,3
477,Finn,LUNA,M,4728,8,9,17,5,15
478,Brooklynn,CHANDLER,F,4281,5235,8,10,7,8
479,Valerie,BLAIR,F,931,949,21,3,0,2
480,Derek,DANIEL,M,255,5036,5,5,0,3
481,Sean,CROSS,M,2430,447,9,4,0,2
482,Cayden,SIMON,M,4982,3678,2,5,3,4
483,Elliott,DENNIS,M,2226,583,12,10,5,3
484,Alina,OCONNOR,F,1412,4546,22,2,1,2
485,Jax,QUINN,M,3889,4384,18,5,1,3
486,Reese,GROSS,F,2194,3332,16,6,0,2
487,Jasper,NAVARRO,M,4081,482,3,3,0,2
488,Elise,MOSS,F,3070,4491,9,2,2,2
489,Lorenzo,FITZGERALD,M,4847,3132,1,13,4,8
490,Omar,DOYLE,M,4679,2522,13,5,0,0
491,Eliza,MCLAUGHLIN,F,1745,5029,1,12,3,8
492,Beckett,ROJAS,M,4445,5443,1,5,2,2
493,Alaina,RODGERS,F,4093,276,15,7,7,7
494,Rowan,STEVENSON,M,4149,3422,1,10,0,9
495,Raelynn,SINGH,F,5443,4312,17,31,14,7
496,Leilani,YANG,F,4366,2524,1,5,0,4
497,Catherine,FIGUEROA,F,4816,1862,7,4,0,3
498,Emerson,HARMON,F,4672,1520,9,1,0,1
499,Gael,NEWTON,M,4356,2861,5,4,0,3
500,Cecilia,PAUL,F,278,1136,26,8,7,1
501,Corbin,MANNING,M,2905,676,24,4,0,2
502,Genevieve,GARNER,F,2314,1648,9,1,0,0
503,Daisy,MCGEE,F,2147,484,7,1,0,0
504,Waylon,REESE,M,355,1505,11,2,0,2
505,Harmony,FRANCIS,F,2280,431,1,1,0,0
506,Myles,BURGESS,M,736,4406,26,16,4,11
507,Vanessa,ADKINS,F,3044,2757,2,3,1,2
508,Adriana,GOODMAN,F,1502,3680,15,3,0,2
509,Presley,CURRY,F,2143,443,23,7,1,0
510,Rebecca,BRADY,F,3142,41,10,2,2,2
511,Destiny,CHRISTENSEN,F,4372,1677,10,2,2,2
512,Hayden,POTTER,F,2185,1148,1,1,0,0
513,Tanner,WALTON,M,3211,223,12,1,1,0
514,Jorge,GOODWIN,M,2486,652,11,5,0,3
515,Julianna,MULLINS,F,1729,2371,2,3,0,2
516,Michelle,MOLINA,F,4481,3675,2,6,0,4
517,Javier,WEBSTER,M,3406,3424,1,7,5,2
518,Zion,FISCHER,M,2676,2188,2,10,0,7
519,Adelyn,CAMPOS,F,703,1399,25,26,1,7
520,Arabella,AVILA,F,1904,4750,1,0,0,0
521,Summer,SHERMAN,F,1252,5048,1,9,0,0
522,Andres,TODD,M,4316,434,2,6,0,1
523,Callie,CHANG,F,3584,2804,6,15,5,11
524,Charlie,BLAKE,M,2364,2474,18,3,0,2
525,Paxton,MALONE,M,938,957,1,1,0,0
526,Emiliano,WOLF,M,4960,4051,1,1,0,0
527,Kaitlyn,HODGES,F,1967,4912,11,7,0,7
528,Brooks,JUAREZ,M,2683,4545,1,18,2,17
529,Zane,GILL,M,773,1721,9,11,3,9
530,Ryleigh,FARMER,F,2929,4677,15,1,0,0
531,Lila,HINES,F,4873,4502,29,1,0,0
532,Daniela,GALLAGHER,F,760,4302,1,9,8,5
533,Arya,DURAN,F,2809,4191,1,1,0,0
534,Simon,HUBBARD,M,2433,474,24,8,6,3
535,Judah,CANNON,M,5374,1947,10,16,3,7
536,Alana,MIRANDA,F,3081,3526,1,5,1,4
537,Esther,WANG,F,3580,2734,10,14,11,7
538,Griffin,SAUNDERS,M,676,4390,8,9,0,8
539,Finley,TATE,F,2501,3891,29,3,0,2
540,Gabrielle,MACK,F,2325,3907,1,5,1,0
541,Cody,HAMMOND,M,538,3961,5,9,7,8
542,Gunner,CARRILLO,M,1413,1251,9,1,0,0
543,Jessica,TOWNSEND,F,2962,2256,9,17,15,2
544,Dawson,WISE,M,533,3432,3,8,7,7
545,Israel,INGRAM,M,769,2979,4,5,1,3
546,Charlie,BARTON,F,2714,3883,1,10,0,8
547,Stephanie,MEJIA,F,2412,242,1,8,0,7
548,Tessa,AYALA,F,892,1157,2,1,0,0
549,Rylan,SCHROEDER,M,5138,2779,7,19,2,7
550,Makenzie,HAMPTON,F,3104,1546,28,7,0,7
551,Ana,ROWE,F,2508,3890,28,3,1,2
552,Amaya,PARSONS,F,2074,2254,15,10,6,0
553,Alexandria,FRANK,F,1419,1409,3,0,0,0
554,Gage,WATERS,M,546,2103,2,3,0,2
555,Alivia,STRICKLAND,F,497,1211,26,5,0,2
556,Nova,OSBORNE,F,4734,2450,10,5,1,3
557,Messiah,MAXWELL,M,5152,1082,1,6,1,2
558,River,CHAN,M,3596,4372,11,18,0,11
559,Kameron,DELEON,M,2422,1192,20,2,2,2
560,Anastasia,NORMAN,F,3631,1086,2,9,0,8
561,Iris,HARRINGTON,F,2098,4152,18,9,0,7
562,Marley,CASEY,F,3279,2456,2,5,0,1
563,Fiona,PATTON,F,4575,71,1,12,1,5
564,Angela,LOGAN,F,3275,3867,13,2,0,2
565,Giselle,BOWERS,F,1170,907,28,8,0,7
566,Stephen,MUELLER,M,4710,3413,28,4,3,2
567,Francisco,GLOVER,M,3899,633,24,4,0,2
568,Kate,FLOYD,F,1680,4750,5,4,0,3
569,Clayton,HARTMAN,M,4664,5601,5,0,0,0
570,Zander,BUCHANAN,M,5320,4991,23,10,0,8
571,Alayna,COBB,F,4548,66,6,16,10,1
572,Chance,FRENCH,M,696,2912,4,8,1,7
573,Lola,KRAMER,F,3244,1763,2,1,0,0
574,Lucia,MCCORMICK,F,879,4276,8,3,1,2
575,Eduardo,CLARKE,M,4637,2753,1,8,1,3
576,Juliette,TYLER,F,1419,2006,8,4,1,1
577,Parker,GIBBS,F,346,1524,2,2,2,2
578,Teagan,MOODY,F,5156,3620,3,15,4,8
579,Sienna,CONNER,F,1379,5596,2,2,2,1
580,Spencer,SPARKS,M,5492,2926,2,21,11,8
581,Lukas,MCGUIRE,M,2553,4149,3,3,2,2
582,Georgia,LEON,F,4124,875,24,3,1,2
583,Hope,BAUER,F,4068,5301,23,1,0,0
584,Cali,NORTON,F,3830,2366,27,1,0,0
585,Vivienne,POPE,F,2341,5453,16,5,4,3
586,Damien,FLYNN,M,440,1174,15,1,0,0
587,Dallas,HOGAN,M,4825,2336,26,8,6,7
